order_id,order_date,company_id,company_name,sku,region,forecast_qty,actual_qty,absolute_error,mape_pct,carrier,warehouse,promised_date,delivered_date,delay_days,on_time_delivery,expedited,unit_price,revenue,expedited_cost,route_id,warehouse_id,inventory_before,safety_stock,stockout_flag,upload_batch_date
200231,2024-07-17,1003,Great Lakes Fasteners,SKU0022,Central MI,137,121,16,13.22%,QuickRoute Carriers,Lakeside Warehousing,2024-07-27,2024-07-27,0,Yes,No,16.52,1998.92,0.0,R231,W01,139,86,0,2024-07-18
200232,2025-09-09,1003,Great Lakes Fasteners,SKU0017,Central MI,234,239,5,2.09%,Superior Haulage,Lakeside Warehousing,2025-09-18,2025-09-19,1,No,Yes,14.47,3458.33,430.69,R265,W01,350,136,0,2025-09-10
200233,2024-02-18,1001,Delta Plastics,SKU0004,Central MI,119,117,2,1.71%,North Fork Logistics,Lakeside Warehousing,2024-02-26,2024-02-26,0,Yes,No,8.13,951.21,0.0,R895,W01,432,143,0,2024-02-25
200234,2025-04-01,1003,Great Lakes Fasteners,SKU0020,SE MI,446,353,93,26.35%,Superior Haulage,Downtown Storage Co.,2025-04-14,2025-04-14,0,Yes,No,12.65,4465.45,0.0,R531,W03,55,77,1,2025-04-02
200235,2024-11-02,1014,Precision Plastics West,SKU0060,Central MI,80,66,14,21.21%,Superior Haulage,Mid-MI Crossdock,2024-11-13,2024-11-13,0,Yes,No,11.31,746.46,0.0,R210,W02,469,125,0,2024-11-09
200236,2025-02-14,1003,Great Lakes Fasteners,SKU0019,SE MI,448,343,105,30.61%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-24,2025-02-27,3,No,Yes,11.84,4061.12,545.53,R335,W02,230,24,1,2025-02-21
200237,2025-08-22,1014,Precision Plastics West,SKU0061,SE MI,251,263,12,4.56%,Superior Haulage,Lakeside Warehousing,2025-09-04,2025-09-04,0,Yes,No,15.9,4181.7,0.0,R432,W01,517,101,0,2025-08-29
200238,2024-01-10,1012,AutoSeal Gaskets,SKU0045,Central MI,282,299,17,5.69%,Mitten Last-Mile,Lakeside Warehousing,2024-01-20,2024-01-20,0,Yes,No,14.98,4479.02,0.0,R915,W01,70,78,1,2024-01-11
200239,2024-06-03,1003,Great Lakes Fasteners,SKU0020,Northern MI,111,82,29,35.37%,Mitten Last-Mile,Lakeside Warehousing,2024-06-09,2024-06-09,0,Yes,No,15.69,1286.58,0.0,R762,W01,438,45,0,2024-06-10
200240,2024-11-11,1003,Great Lakes Fasteners,SKU0017,Northern MI,432,302,130,43.05%,North Fork Logistics,Mid-MI Crossdock,2024-11-15,2024-11-15,0,Yes,No,8.28,2500.56,0.0,R114,W02,374,94,0,2024-11-18
200241,2025-02-10,1001,Delta Plastics,SKU0003,SE MI,95,104,9,8.65%,North Fork Logistics,Mid-MI Crossdock,2025-02-18,2025-02-18,0,Yes,No,14.85,1544.4,0.0,R293,W02,40,154,0,2025-02-17
200242,2023-10-22,1001,Delta Plastics,SKU0002,Northern MI,70,73,3,4.11%,North Fork Logistics,Downtown Storage Co.,2023-11-03,2023-11-03,0,Yes,No,12.38,903.74,0.0,R514,W03,461,104,0,2023-11-05
200243,2024-04-21,1002,Midland Moldings,SKU0014,SE MI,114,70,44,62.86%,QuickRoute Carriers,Downtown Storage Co.,2024-05-02,2024-05-02,0,Yes,No,12.75,892.5,0.0,R778,W03,376,146,0,2024-04-22
200244,2024-09-16,1003,Great Lakes Fasteners,SKU0018,Central MI,382,438,56,12.79%,Mitten Last-Mile,Mid-MI Crossdock,2024-09-29,2024-09-30,1,No,No,14.46,6333.48,0.0,R634,W02,278,36,1,2024-09-30
200245,2024-10-25,1013,PolyTech Midwest,SKU0056,Central MI,65,55,10,18.18%,North Fork Logistics,Mid-MI Crossdock,2024-11-08,2024-11-08,0,Yes,No,17.51,963.05,0.0,R224,W02,163,176,0,2024-11-01
200246,2025-09-05,1004,TriCounty Components,SKU0025,Central MI,20,23,3,13.04%,QuickRoute Carriers,Lakeside Warehousing,2025-09-11,2025-09-12,1,No,No,16.08,369.84,0.0,R692,W01,591,106,0,2025-09-06
200247,2025-08-23,1004,TriCounty Components,SKU0028,SE MI,16,18,2,11.11%,Mitten Last-Mile,Lakeside Warehousing,2025-09-03,2025-09-03,0,Yes,No,7.89,142.02,0.0,R369,W01,24,36,0,2025-08-30
200248,2025-01-30,1001,Delta Plastics,SKU0004,Central MI,251,257,6,2.33%,North Fork Logistics,Downtown Storage Co.,2025-02-02,2025-02-02,0,Yes,No,15.69,4032.33,0.0,R684,W03,564,52,0,2025-01-31
200249,2025-08-28,1005,Riverbend Metals,SKU0033,Central MI,68,70,2,2.86%,Superior Haulage,Mid-MI Crossdock,2025-09-04,2025-09-04,0,Yes,No,14.62,1023.4,0.0,R127,W02,358,136,0,2025-08-31
200250,2024-04-01,1004,TriCounty Components,SKU0028,Northern MI,105,203,98,48.28%,QuickRoute Carriers,Mid-MI Crossdock,2024-04-08,2024-04-08,0,Yes,No,13.99,2839.97,0.0,R822,W02,337,73,0,2024-04-08
200251,2024-02-05,1005,Riverbend Metals,SKU0038,Northern MI,111,90,21,23.33%,North Fork Logistics,Downtown Storage Co.,2024-02-11,2024-02-12,1,No,Yes,12.72,1144.8,128.59,R823,W03,516,167,0,2024-02-06
200252,2024-08-28,1014,Precision Plastics West,SKU0065,Central MI,65,62,3,4.84%,QuickRoute Carriers,Downtown Storage Co.,2024-09-01,2024-09-01,0,Yes,No,17.98,1114.76,0.0,R846,W03,287,29,0,2024-08-29
200253,2024-03-22,1005,Riverbend Metals,SKU0031,Central MI,467,335,132,39.4%,North Fork Logistics,Mid-MI Crossdock,2024-03-26,2024-03-26,0,Yes,No,12.83,4298.05,0.0,R656,W02,308,131,0,2024-03-23
200254,2023-06-23,1012,AutoSeal Gaskets,SKU0042,Central MI,296,368,72,19.57%,North Fork Logistics,Downtown Storage Co.,2023-07-03,2023-07-03,0,Yes,No,13.32,4901.76,0.0,R150,W03,3,135,1,2023-07-07
200255,2025-09-05,1005,Riverbend Metals,SKU0034,Central MI,160,143,17,11.89%,Superior Haulage,Downtown Storage Co.,2025-09-15,2025-09-15,0,Yes,No,9.77,1397.11,0.0,R103,W03,127,41,0,2025-09-06
200256,2023-02-11,1013,PolyTech Midwest,SKU0054,West MI,209,249,40,16.06%,Superior Haulage,Downtown Storage Co.,2023-02-17,2023-02-20,3,No,Yes,13.29,3309.21,319.82,R456,W03,147,113,0,2023-02-25
200257,2025-03-29,1003,Great Lakes Fasteners,SKU0017,SE MI,280,360,80,22.22%,QuickRoute Carriers,Mid-MI Crossdock,2025-04-04,2025-04-04,0,Yes,No,14.31,5151.6,0.0,R228,W02,349,57,0,2025-04-05
200258,2025-02-23,1001,Delta Plastics,SKU0008,Central MI,307,310,3,0.97%,QuickRoute Carriers,Downtown Storage Co.,2025-03-06,2025-03-06,0,Yes,No,14.75,4572.5,0.0,R755,W03,138,169,1,2025-02-24
200259,2025-09-05,1012,AutoSeal Gaskets,SKU0046,West MI,208,168,40,23.81%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-15,2025-09-15,0,Yes,No,19.77,3321.36,0.0,R470,W02,33,177,0,2025-09-12
200260,2025-09-04,1014,Precision Plastics West,SKU0059,Central MI,136,188,52,27.66%,QuickRoute Carriers,Downtown Storage Co.,2025-09-14,2025-09-14,0,Yes,No,11.44,2150.72,0.0,R740,W03,299,73,0,2025-09-05
200261,2024-07-15,1013,PolyTech Midwest,SKU0054,SE MI,34,50,16,32.0%,North Fork Logistics,Downtown Storage Co.,2024-07-22,2024-07-23,1,No,No,15.07,753.5,0.0,R660,W03,411,110,0,2024-07-16
200262,2025-09-07,1014,Precision Plastics West,SKU0065,Central MI,154,178,24,13.48%,Mitten Last-Mile,Downtown Storage Co.,2025-09-21,2025-09-21,0,Yes,No,15.65,2785.7,0.0,R997,W03,429,86,0,2025-09-21
200263,2023-06-22,1003,Great Lakes Fasteners,SKU0017,Central MI,166,158,8,5.06%,North Fork Logistics,Downtown Storage Co.,2023-07-03,2023-07-03,0,Yes,No,12.67,2001.86,0.0,R513,W03,512,133,0,2023-06-25
200264,2023-12-23,1003,Great Lakes Fasteners,SKU0020,Central MI,245,204,41,20.1%,Superior Haulage,Lakeside Warehousing,2023-12-27,2023-12-27,0,Yes,No,16.53,3372.12,0.0,R722,W01,590,99,0,2023-12-24
200265,2023-10-06,1014,Precision Plastics West,SKU0066,Central MI,97,93,4,4.3%,Superior Haulage,Lakeside Warehousing,2023-10-16,2023-10-16,0,Yes,No,9.31,865.83,0.0,R628,W01,285,99,0,2023-10-13
200266,2025-08-10,1001,Delta Plastics,SKU0003,Central MI,326,299,27,9.03%,Superior Haulage,Mid-MI Crossdock,2025-08-24,2025-08-24,0,Yes,No,12.89,3854.11,0.0,R150,W02,17,238,1,2025-08-17
200267,2025-08-12,1013,PolyTech Midwest,SKU0057,Central MI,215,291,76,26.12%,North Fork Logistics,Downtown Storage Co.,2025-08-23,2025-08-23,0,Yes,No,14.24,4143.84,0.0,R390,W03,79,152,1,2025-08-19
200268,2025-08-23,1004,TriCounty Components,SKU0024,West MI,263,206,57,27.67%,Superior Haulage,Lakeside Warehousing,2025-09-06,2025-09-06,0,Yes,No,7.03,1448.18,0.0,R305,W01,272,158,0,2025-09-06
200269,2025-09-03,1001,Delta Plastics,SKU0001,Central MI,48,50,2,4.0%,QuickRoute Carriers,Downtown Storage Co.,2025-09-08,2025-09-08,0,Yes,No,14.23,711.5,0.0,R961,W03,211,247,0,2025-09-17
200270,2025-08-24,1003,Great Lakes Fasteners,SKU0020,Northern MI,251,214,37,17.29%,QuickRoute Carriers,Downtown Storage Co.,2025-09-06,2025-09-09,3,No,No,7.92,1694.88,0.0,R579,W03,439,119,0,2025-09-07
200271,2025-08-21,1004,TriCounty Components,SKU0023,Central MI,193,131,62,47.33%,North Fork Logistics,Lakeside Warehousing,2025-09-03,2025-09-03,0,Yes,No,13.49,1767.19,0.0,R398,W01,219,173,0,2025-09-04
200272,2024-08-09,1003,Great Lakes Fasteners,SKU0019,Central MI,217,232,15,6.47%,QuickRoute Carriers,Lakeside Warehousing,2024-08-13,2024-08-13,0,Yes,No,9.14,2120.48,0.0,R975,W01,380,173,0,2024-08-16
200273,2025-08-19,1014,Precision Plastics West,SKU0061,Central MI,122,133,11,8.27%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-22,2025-08-24,2,No,Yes,12.95,1722.35,499.29,R463,W02,384,154,0,2025-08-22
200274,2024-11-11,1003,Great Lakes Fasteners,SKU0016,Central MI,160,105,55,52.38%,North Fork Logistics,Mid-MI Crossdock,2024-11-16,2024-11-19,3,No,No,16.03,1683.15,0.0,R683,W02,489,61,0,2024-11-18
200275,2025-08-18,1001,Delta Plastics,SKU0008,Central MI,296,270,26,9.63%,Superior Haulage,Lakeside Warehousing,2025-08-27,2025-08-27,0,Yes,No,9.74,2629.8,0.0,R736,W01,508,216,0,2025-09-01
200276,2023-08-14,1012,AutoSeal Gaskets,SKU0042,SE MI,13,12,1,8.33%,QuickRoute Carriers,Lakeside Warehousing,2023-08-23,2023-08-23,0,Yes,No,12.24,146.88,0.0,R584,W01,50,173,0,2023-08-21
200277,2024-11-26,1014,Precision Plastics West,SKU0062,SE MI,94,109,15,13.76%,North Fork Logistics,Mid-MI Crossdock,2024-12-07,2024-12-07,0,Yes,No,11.68,1273.12,0.0,R491,W02,299,117,0,2024-12-10
200278,2024-10-02,1002,Midland Moldings,SKU0014,West MI,109,111,2,1.8%,Superior Haulage,Lakeside Warehousing,2024-10-14,2024-10-14,0,Yes,No,10.34,1147.74,0.0,R427,W01,163,23,0,2024-10-09
200279,2024-04-22,1001,Delta Plastics,SKU0008,Central MI,64,61,3,4.92%,Mitten Last-Mile,Mid-MI Crossdock,2024-05-03,2024-05-04,1,No,No,16.72,1019.92,0.0,R935,W02,306,137,0,2024-04-23
200280,2025-05-18,1005,Riverbend Metals,SKU0032,West MI,212,251,39,15.54%,QuickRoute Carriers,Downtown Storage Co.,2025-05-30,2025-05-31,1,No,Yes,11.23,2818.73,230.97,R386,W03,497,24,0,2025-06-01
200281,2025-08-21,1004,TriCounty Components,SKU0025,SE MI,32,35,3,8.57%,Mitten Last-Mile,Lakeside Warehousing,2025-08-31,2025-09-01,1,No,No,12.42,434.7,0.0,R134,W01,595,102,0,2025-08-24
200282,2025-02-03,1005,Riverbend Metals,SKU0036,Central MI,590,435,155,35.63%,QuickRoute Carriers,Lakeside Warehousing,2025-02-14,2025-02-14,0,Yes,No,12.14,5280.9,0.0,R946,W01,77,132,1,2025-02-10
200283,2025-08-06,1001,Delta Plastics,SKU0006,SE MI,357,371,14,3.77%,QuickRoute Carriers,Mid-MI Crossdock,2025-08-12,2025-08-12,0,Yes,No,19.33,7171.43,0.0,R667,W02,270,125,0,2025-08-13
200284,2024-06-16,1002,Midland Moldings,SKU0013,Northern MI,252,233,19,8.15%,Mitten Last-Mile,Downtown Storage Co.,2024-06-19,2024-06-19,0,Yes,No,12.32,2870.56,0.0,R369,W03,145,156,0,2024-06-30
200285,2025-07-15,1014,Precision Plastics West,SKU0065,West MI,211,216,5,2.31%,Mitten Last-Mile,Lakeside Warehousing,2025-07-23,2025-07-24,1,No,Yes,18.45,3985.2,321.59,R199,W01,549,151,0,2025-07-18
200286,2024-08-28,1014,Precision Plastics West,SKU0058,Central MI,286,219,67,30.59%,Superior Haulage,Downtown Storage Co.,2024-09-09,2024-09-09,0,Yes,No,15.74,3447.06,0.0,R267,W03,219,100,0,2024-08-31
200287,2025-05-05,1001,Delta Plastics,SKU0004,Central MI,119,107,12,11.21%,Mitten Last-Mile,Mid-MI Crossdock,2025-05-18,2025-05-18,0,Yes,No,7.99,854.93,0.0,R905,W02,209,73,0,2025-05-06
200288,2025-05-09,1001,Delta Plastics,SKU0009,West MI,382,383,1,0.26%,QuickRoute Carriers,Mid-MI Crossdock,2025-05-20,2025-05-20,0,Yes,No,16.79,6430.57,0.0,R835,W02,369,224,0,2025-05-16
200289,2025-09-14,1013,PolyTech Midwest,SKU0057,Northern MI,219,184,35,19.02%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-23,2025-09-24,1,No,Yes,8.48,1560.32,565.85,R461,W02,504,150,0,2025-09-15
200290,2024-01-05,1012,AutoSeal Gaskets,SKU0042,Central MI,72,59,13,22.03%,Superior Haulage,Mid-MI Crossdock,2024-01-17,2024-01-17,0,Yes,No,4.17,246.03,0.0,R827,W02,191,119,0,2024-01-19
200291,2023-10-20,1014,Precision Plastics West,SKU0065,SE MI,258,220,38,17.27%,North Fork Logistics,Mid-MI Crossdock,2023-10-23,2023-10-23,0,Yes,No,12.49,2747.8,0.0,R807,W02,392,38,0,2023-10-27
200292,2025-03-30,1014,Precision Plastics West,SKU0066,Central MI,194,249,55,22.09%,Superior Haulage,Mid-MI Crossdock,2025-04-12,2025-04-12,0,Yes,No,14.36,3575.64,0.0,R435,W02,392,26,0,2025-03-31
200293,2025-09-10,1004,TriCounty Components,SKU0026,West MI,222,219,3,1.37%,Superior Haulage,Lakeside Warehousing,2025-09-13,2025-09-15,2,No,Yes,14.49,3173.31,565.89,R404,W01,592,123,0,2025-09-17
200294,2023-11-29,1005,Riverbend Metals,SKU0036,Northern MI,303,184,119,64.67%,North Fork Logistics,Downtown Storage Co.,2023-12-04,2023-12-04,0,Yes,No,18.85,3468.4,0.0,R885,W03,302,83,0,2023-11-30
200295,2025-08-19,1014,Precision Plastics West,SKU0058,Central MI,505,442,63,14.25%,North Fork Logistics,Lakeside Warehousing,2025-08-29,2025-08-30,1,No,Yes,20.27,8959.34,154.31,R865,W01,72,124,1,2025-08-26
200296,2025-01-07,1014,Precision Plastics West,SKU0066,West MI,298,233,65,27.9%,North Fork Logistics,Downtown Storage Co.,2025-01-20,2025-01-23,3,No,Yes,11.81,2751.73,173.77,R148,W03,235,28,0,2025-01-14
200297,2024-05-07,1014,Precision Plastics West,SKU0062,Northern MI,443,405,38,9.38%,Mitten Last-Mile,Downtown Storage Co.,2024-05-10,2024-05-10,0,Yes,No,19.03,7707.15,0.0,R114,W03,6,129,1,2024-05-10
200298,2025-08-01,1014,Precision Plastics West,SKU0065,West MI,265,205,60,29.27%,North Fork Logistics,Mid-MI Crossdock,2025-08-11,2025-08-13,2,No,Yes,6.99,1432.95,306.51,R663,W02,48,49,1,2025-08-08
200299,2025-02-15,1005,Riverbend Metals,SKU0032,Northern MI,212,356,144,40.45%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-26,2025-02-26,0,Yes,No,12.22,4350.32,0.0,R425,W02,347,35,0,2025-02-18
200300,2023-10-17,1005,Riverbend Metals,SKU0034,SE MI,534,416,118,28.37%,Superior Haulage,Downtown Storage Co.,2023-10-31,2023-10-31,0,Yes,No,10.35,4305.6,0.0,R293,W03,580,97,0,2023-10-20
200301,2025-08-19,1004,TriCounty Components,SKU0026,Central MI,62,55,7,12.73%,Mitten Last-Mile,Downtown Storage Co.,2025-08-26,2025-08-26,0,Yes,No,15.88,873.4,0.0,R658,W03,378,179,0,2025-08-26
200302,2025-02-28,1014,Precision Plastics West,SKU0058,Central MI,394,261,133,50.96%,QuickRoute Carriers,Downtown Storage Co.,2025-03-10,2025-03-11,1,No,No,16.14,4212.54,0.0,R612,W03,360,146,0,2025-03-14
200303,2025-03-27,1003,Great Lakes Fasteners,SKU0018,Northern MI,48,41,7,17.07%,North Fork Logistics,Downtown Storage Co.,2025-04-03,2025-04-03,0,Yes,No,13.68,560.88,0.0,R779,W03,524,152,0,2025-03-30
200304,2024-11-09,1013,PolyTech Midwest,SKU0054,Central MI,146,150,4,2.67%,Mitten Last-Mile,Downtown Storage Co.,2024-11-22,2024-11-22,0,Yes,No,10.93,1639.5,0.0,R892,W03,537,130,0,2024-11-10
200305,2025-08-23,1003,Great Lakes Fasteners,SKU0016,Central MI,92,99,7,7.07%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-31,2025-08-31,0,Yes,No,10.06,995.94,0.0,R567,W02,404,159,0,2025-09-06
200306,2024-07-22,1013,PolyTech Midwest,SKU0051,SE MI,367,334,33,9.88%,North Fork Logistics,Mid-MI Crossdock,2024-07-31,2024-07-31,0,Yes,No,12.5,4175.0,0.0,R990,W02,525,132,0,2024-07-25
200307,2024-05-17,1013,PolyTech Midwest,SKU0057,West MI,160,170,10,5.88%,Mitten Last-Mile,Mid-MI Crossdock,2024-05-21,2024-05-21,0,Yes,No,16.17,2748.9,0.0,R695,W02,136,33,1,2024-05-31
200308,2025-01-04,1012,AutoSeal Gaskets,SKU0041,Central MI,284,221,63,28.51%,QuickRoute Carriers,Mid-MI Crossdock,2025-01-12,2025-01-12,0,Yes,No,14.91,3295.11,0.0,R445,W02,58,32,1,2025-01-05
200309,2025-09-07,1002,Midland Moldings,SKU0010,Central MI,501,328,173,52.74%,Superior Haulage,Lakeside Warehousing,2025-09-13,2025-09-13,0,Yes,No,7.64,2505.92,0.0,R341,W01,309,98,0,2025-09-10
200310,2025-08-30,1005,Riverbend Metals,SKU0031,SE MI,462,421,41,9.74%,North Fork Logistics,Lakeside Warehousing,2025-09-08,2025-09-11,3,No,No,19.15,8062.15,0.0,R820,W01,35,151,1,2025-09-02
200311,2025-04-06,1013,PolyTech Midwest,SKU0055,Central MI,44,39,5,12.82%,Superior Haulage,Downtown Storage Co.,2025-04-13,2025-04-13,0,Yes,No,13.82,538.98,0.0,R974,W03,541,99,0,2025-04-07
200312,2025-04-29,1002,Midland Moldings,SKU0010,Northern MI,166,273,107,39.19%,QuickRoute Carriers,Lakeside Warehousing,2025-05-07,2025-05-08,1,No,No,13.79,3764.67,0.0,R324,W01,257,135,0,2025-05-06
200313,2023-09-11,1004,TriCounty Components,SKU0028,Central MI,339,429,90,20.98%,North Fork Logistics,Lakeside Warehousing,2023-09-15,2023-09-18,3,No,No,11.68,5010.72,0.0,R961,W01,305,98,1,2023-09-25
200314,2024-01-05,1005,Riverbend Metals,SKU0039,West MI,71,104,33,31.73%,North Fork Logistics,Downtown Storage Co.,2024-01-08,2024-01-08,0,Yes,No,18.76,1951.04,0.0,R433,W03,329,134,0,2024-01-12
200315,2025-02-11,1003,Great Lakes Fasteners,SKU0016,Northern MI,410,332,78,23.49%,North Fork Logistics,Mid-MI Crossdock,2025-02-23,2025-02-23,0,Yes,No,13.82,4588.24,0.0,R640,W02,373,25,0,2025-02-18
200316,2024-12-18,1003,Great Lakes Fasteners,SKU0020,Northern MI,430,356,74,20.79%,Mitten Last-Mile,Downtown Storage Co.,2024-12-31,2025-01-03,3,No,Yes,14.99,5336.44,270.11,R316,W03,352,48,0,2024-12-21
200317,2025-09-11,1012,AutoSeal Gaskets,SKU0047,SE MI,320,274,46,16.79%,Superior Haulage,Mid-MI Crossdock,2025-09-15,2025-09-15,0,Yes,No,12.4,3397.6,0.0,R174,W02,526,84,0,2025-09-12
200318,2024-02-16,1003,Great Lakes Fasteners,SKU0019,Northern MI,175,263,88,33.46%,Superior Haulage,Mid-MI Crossdock,2024-02-29,2024-02-29,0,Yes,No,12.92,3397.96,0.0,R923,W02,228,27,1,2024-03-01
200319,2025-08-17,1005,Riverbend Metals,SKU0033,Central MI,11,9,2,22.22%,QuickRoute Carriers,Lakeside Warehousing,2025-08-30,2025-08-30,0,Yes,No,7.38,66.42,0.0,R485,W01,339,136,0,2025-08-20
200320,2025-05-04,1003,Great Lakes Fasteners,SKU0018,Central MI,431,371,60,16.17%,North Fork Logistics,Downtown Storage Co.,2025-05-17,2025-05-18,1,No,Yes,12.96,4808.16,273.14,R690,W03,562,78,0,2025-05-18
200321,2024-03-02,1014,Precision Plastics West,SKU0060,West MI,243,195,48,24.62%,North Fork Logistics,Downtown Storage Co.,2024-03-14,2024-03-15,1,No,Yes,13.47,2626.65,588.17,R829,W03,434,173,0,2024-03-09
200322,2024-04-14,1004,TriCounty Components,SKU0029,Northern MI,108,121,13,10.74%,QuickRoute Carriers,Lakeside Warehousing,2024-04-19,2024-04-19,0,Yes,No,13.58,1643.18,0.0,R971,W01,370,47,0,2024-04-15
200323,2025-09-02,1002,Midland Moldings,SKU0013,Central MI,115,131,16,12.21%,Mitten Last-Mile,Lakeside Warehousing,2025-09-13,2025-09-14,1,No,No,13.42,1758.02,0.0,R854,W01,359,100,0,2025-09-09
200324,2024-07-21,1013,PolyTech Midwest,SKU0051,SE MI,303,220,83,37.73%,Superior Haulage,Mid-MI Crossdock,2024-07-30,2024-07-30,0,Yes,No,12.63,2778.6,0.0,R500,W02,318,146,0,2024-08-04
200325,2025-09-12,1014,Precision Plastics West,SKU0063,Northern MI,51,50,1,2.0%,QuickRoute Carriers,Lakeside Warehousing,2025-09-19,2025-09-19,0,Yes,No,11.02,551.0,0.0,R130,W01,226,164,0,2025-09-26
200326,2025-08-30,1003,Great Lakes Fasteners,SKU0021,Central MI,318,305,13,4.26%,North Fork Logistics,Downtown Storage Co.,2025-09-10,2025-09-11,1,No,No,19.55,5962.75,0.0,R912,W03,188,47,1,2025-09-13
200327,2025-01-20,1004,TriCounty Components,SKU0029,Central MI,189,219,30,13.7%,North Fork Logistics,Mid-MI Crossdock,2025-01-30,2025-01-30,0,Yes,No,9.61,2104.59,0.0,R921,W02,85,95,1,2025-01-27
200328,2023-12-24,1003,Great Lakes Fasteners,SKU0021,Northern MI,306,309,3,0.97%,Mitten Last-Mile,Lakeside Warehousing,2023-12-30,2024-01-01,2,No,No,19.23,5942.07,0.0,R871,W01,385,42,0,2023-12-31
200329,2025-08-29,1013,PolyTech Midwest,SKU0056,SE MI,87,73,14,19.18%,North Fork Logistics,Mid-MI Crossdock,2025-09-06,2025-09-06,0,Yes,No,9.68,706.64,0.0,R780,W02,200,87,0,2025-09-01
200330,2024-03-23,1014,Precision Plastics West,SKU0066,Central MI,275,232,43,18.53%,Mitten Last-Mile,Downtown Storage Co.,2024-04-06,2024-04-06,0,Yes,No,19.4,4500.8,0.0,R341,W03,48,130,1,2024-04-06
200331,2025-08-24,1013,PolyTech Midwest,SKU0052,SE MI,119,59,60,101.69%,North Fork Logistics,Downtown Storage Co.,2025-08-29,2025-08-29,0,Yes,No,15.8,932.2,0.0,R628,W03,144,149,0,2025-09-07
200332,2025-01-25,1012,AutoSeal Gaskets,SKU0044,SE MI,312,357,45,12.61%,Mitten Last-Mile,Mid-MI Crossdock,2025-02-06,2025-02-06,0,Yes,No,13.21,4715.97,0.0,R799,W02,508,38,0,2025-01-28
200333,2025-08-24,1013,PolyTech Midwest,SKU0054,SE MI,95,67,28,41.79%,Superior Haulage,Downtown Storage Co.,2025-09-04,2025-09-04,0,Yes,No,12.57,842.19,0.0,R516,W03,37,31,0,2025-08-27
200334,2024-03-13,1004,TriCounty Components,SKU0026,SE MI,333,333,0,0.0%,Superior Haulage,Mid-MI Crossdock,2024-03-26,2024-03-27,1,No,Yes,16.32,5434.56,442.66,R656,W02,441,161,0,2024-03-14
200335,2025-02-01,1012,AutoSeal Gaskets,SKU0046,SE MI,158,181,23,12.71%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-10,2025-02-10,0,Yes,No,8.35,1511.35,0.0,R632,W02,262,53,0,2025-02-04
200336,2025-09-02,1012,AutoSeal Gaskets,SKU0041,Central MI,147,194,47,24.23%,North Fork Logistics,Mid-MI Crossdock,2025-09-15,2025-09-15,0,Yes,No,13.24,2568.56,0.0,R583,W02,148,135,0,2025-09-05
200337,2023-03-01,1002,Midland Moldings,SKU0012,Northern MI,498,375,123,32.8%,QuickRoute Carriers,Lakeside Warehousing,2023-03-05,2023-03-05,0,Yes,No,15.54,5827.5,0.0,R524,W01,536,173,0,2023-03-15
200338,2025-09-09,1012,AutoSeal Gaskets,SKU0047,Central MI,153,125,28,22.4%,Superior Haulage,Mid-MI Crossdock,2025-09-14,2025-09-14,0,Yes,No,11.91,1488.75,0.0,R196,W02,132,125,0,2025-09-10
200339,2024-06-14,1001,Delta Plastics,SKU0003,Central MI,322,336,14,4.17%,QuickRoute Carriers,Lakeside Warehousing,2024-06-18,2024-06-19,1,No,Yes,10.34,3474.24,366.9892,R130,W01,211,79,0,2024-06-17
200340,2024-11-25,1012,AutoSeal Gaskets,SKU0044,Central MI,343,374,31,8.29%,QuickRoute Carriers,Downtown Storage Co.,2024-12-09,2024-12-09,0,Yes,No,15.07,5636.18,0.0,R763,W03,208,59,1,2024-11-28
200341,2024-08-02,1014,Precision Plastics West,SKU0059,Central MI,289,261,28,10.73%,QuickRoute Carriers,Mid-MI Crossdock,2024-08-15,2024-08-19,4,No,No,15.33,4001.13,0.0,R878,W02,410,139,0,2024-08-05
200342,2024-06-27,1013,PolyTech Midwest,SKU0057,Northern MI,202,207,5,2.42%,QuickRoute Carriers,Lakeside Warehousing,2024-06-30,2024-06-30,0,Yes,No,17.61,3645.27,0.0,R609,W01,107,70,1,2024-06-30
200343,2025-07-09,1001,Delta Plastics,SKU0003,West MI,281,294,13,4.42%,Mitten Last-Mile,Downtown Storage Co.,2025-07-15,2025-07-15,0,Yes,No,11.54,3392.76,0.0,R347,W03,428,96,0,2025-07-16
200344,2024-01-18,1013,PolyTech Midwest,SKU0050,Central MI,19,17,2,11.76%,North Fork Logistics,Downtown Storage Co.,2024-01-30,2024-02-01,2,No,No,11.52,195.84,0.0,R280,W03,88,74,0,2024-02-01
200345,2023-06-06,1012,AutoSeal Gaskets,SKU0043,Central MI,138,115,23,20.0%,Superior Haulage,Lakeside Warehousing,2023-06-12,2023-06-14,2,No,No,15.21,1749.15,0.0,R520,W01,118,67,0,2023-06-13
200346,2024-11-17,1005,Riverbend Metals,SKU0038,West MI,80,70,10,14.29%,Mitten Last-Mile,Downtown Storage Co.,2024-11-24,2024-11-25,1,No,Yes,8.66,606.2,457.27,R596,W03,155,125,0,2024-11-24
